,DomainLength,TLD,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,IsHTTPS,HasTitle,HasFavicon,NoOfURLRedirect,HasDescription,NoOfiFrame,HasHiddenFields,HasPasswordField,NoOfImage,NoOfCSS,NoOfJS,label
1283,20,231,1,13,0.481,0,0.0,1,1,0,0,1,0,1,0,16,4,10,1
1291,17,231,1,11,0.458,0,0.0,1,1,0,0,0,1,1,0,12,8,37,1
1295,29,231,1,23,0.639,0,0.0,1,1,1,0,1,0,0,0,16,2,13,1
1301,18,254,1,12,0.48,0,0.0,1,1,1,0,1,7,1,0,35,11,12,1
1303,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,1,0,1,1,0,1
1304,25,231,1,19,0.594,0,0.0,1,1,1,0,1,4,0,0,61,8,23,1
1315,31,231,1,25,0.658,0,0.0,1,1,1,0,1,0,0,0,73,1,11,1
1327,14,280,1,8,0.381,0,0.0,1,1,1,0,1,0,0,0,47,13,33,1
1329,25,231,1,19,0.594,0,0.0,1,1,1,0,0,1,1,0,6,5,8,1
1332,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,1,0,38,5,18,1
1337,21,282,1,15,0.536,0,0.0,1,1,0,0,0,1,1,0,11,5,8,1
1344,27,231,1,20,0.588,0,0.0,1,1,1,0,1,0,1,0,19,12,11,1
1346,21,231,1,15,0.536,0,0.0,1,1,0,0,0,0,0,0,5,4,3,1
1350,23,231,1,17,0.567,0,0.0,1,1,1,0,0,3,0,0,38,29,40,1
1351,14,231,1,7,0.333,0,0.0,1,1,0,0,1,0,0,0,11,19,19,1
1357,17,231,1,10,0.417,0,0.0,1,1,1,0,1,4,1,0,15,3,6,1
1360,19,292,1,13,0.5,0,0.0,1,1,1,0,0,0,1,0,13,27,31,1
1370,17,282,1,11,0.458,0,0.0,1,1,0,0,0,0,1,0,2,12,13,1
1372,22,231,1,16,0.552,0,0.0,1,1,0,0,1,0,1,0,20,1,0,1
1375,21,231,1,15,0.536,0,0.0,1,1,0,0,1,1,1,0,6,6,3,1
1384,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,1,0,49,8,20,1
1385,13,231,1,7,0.35,0,0.0,1,1,1,0,0,4,1,0,5,14,25,1
1386,21,231,1,15,0.536,0,0.0,1,1,0,0,0,3,1,0,23,11,15,1
1388,10,211,1,3,0.176,0,0.0,1,1,1,0,1,2,1,0,13,7,27,1
1389,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,0,0,2,5,1,1
1391,28,254,1,22,0.629,0,0.0,1,1,0,0,1,0,0,0,27,3,4,1
1397,15,231,1,9,0.409,0,0.0,1,1,0,0,1,4,1,0,33,1,10,1
1402,20,231,1,14,0.519,0,0.0,1,1,1,0,1,4,0,0,11,5,19,1
1404,20,231,1,14,0.519,0,0.0,1,1,1,0,1,5,1,0,12,3,8,1
1408,23,254,1,16,0.533,0,0.0,1,1,1,0,0,0,1,0,18,2,2,1
1410,21,231,1,15,0.536,0,0.0,1,1,0,0,0,0,1,0,3,1,2,1
1413,22,231,1,15,0.517,0,0.0,1,1,1,0,0,0,1,0,25,26,28,1
1414,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,17,1,5,1
1415,21,231,1,15,0.536,0,0.0,1,1,1,0,1,1,0,0,43,3,6,1
1416,18,334,1,12,0.48,0,0.0,1,1,0,0,0,0,1,0,3,1,9,1
1417,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,15,4,11,1
1424,20,231,1,14,0.519,0,0.0,1,1,1,0,0,7,0,0,26,6,16,1
1432,17,254,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,16,0,1,1
1433,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,1,0,20,0,3,1
1434,14,254,1,8,0.381,0,0.0,1,1,1,0,1,0,0,0,9,7,5,1
1436,27,231,1,21,0.618,0,0.0,1,1,1,0,1,5,1,0,36,5,7,1
1437,20,254,1,13,0.481,0,0.0,1,1,1,0,1,2,1,0,15,3,13,1
1439,30,231,1,21,0.568,0,0.0,1,1,0,0,1,3,1,0,71,4,32,1
1444,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,1,0,15,5,35,1
1452,15,337,1,9,0.409,0,0.0,1,1,0,0,1,2,0,0,36,3,5,1
1471,29,231,1,23,0.639,0,0.0,1,1,1,0,1,0,1,0,57,2,12,1
1472,26,231,1,20,0.606,0,0.0,1,1,1,0,0,2,1,0,16,7,28,1
1475,18,231,1,12,0.48,0,0.0,1,1,1,0,0,1,0,0,7,9,24,1
1476,30,231,1,24,0.649,0,0.0,1,1,1,0,1,0,0,0,12,0,3,1
1480,17,231,1,11,0.458,0,0.0,1,1,1,0,1,2,0,0,44,1,11,1
1484,23,170,1,17,0.567,0,0.0,1,1,1,0,0,3,0,0,46,8,15,1
1488,15,231,1,9,0.409,0,0.0,1,1,0,0,0,6,1,0,25,15,20,1
1490,15,231,1,9,0.409,0,0.0,1,1,0,0,1,3,0,0,30,3,3,1
1496,20,231,1,14,0.519,0,0.0,1,1,1,0,1,3,1,0,43,7,39,1
1502,14,231,1,8,0.381,0,0.0,1,1,0,0,1,0,0,0,18,2,5,1
1503,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,0,0,20,5,8,1
1504,28,231,1,22,0.629,0,0.0,1,1,0,0,0,0,0,0,3,5,25,1
1508,22,231,1,16,0.552,0,0.0,1,1,0,0,0,0,1,0,14,19,24,1
1510,28,231,1,22,0.629,0,0.0,1,1,1,0,0,1,1,0,39,16,24,1
1514,11,140,1,5,0.278,0,0.0,1,1,1,0,1,2,0,0,18,1,3,1
1518,23,231,1,17,0.567,0,0.0,1,1,1,0,1,2,1,0,15,28,17,1
1521,17,231,1,9,0.375,0,0.0,1,1,0,0,0,0,0,0,11,4,6,1
1523,25,231,1,19,0.594,0,0.0,1,1,0,0,0,0,1,0,1,4,8,1
1525,17,231,1,11,0.458,0,0.0,1,1,1,0,1,3,0,0,12,9,22,1
1530,22,231,1,16,0.552,0,0.0,1,1,1,0,1,2,1,0,22,1,9,1
1532,16,273,1,10,0.435,0,0.0,1,1,1,0,0,1,1,0,33,1,4,1
1533,26,231,1,20,0.606,0,0.0,1,1,0,0,1,0,0,0,15,2,2,1
1534,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,24,9,11,1
1537,16,231,1,10,0.435,0,0.0,1,1,1,0,1,1,0,0,61,15,37,1
1538,21,231,1,14,0.5,0,0.0,1,1,1,0,1,2,0,0,71,4,6,1
1542,20,231,1,14,0.519,0,0.0,1,1,1,0,1,1,1,0,22,32,45,1
1543,11,231,1,5,0.278,0,0.0,1,1,1,0,1,0,0,0,4,4,10,1
1546,18,231,1,12,0.48,0,0.0,1,1,0,0,0,4,1,0,26,1,7,1
1548,19,231,1,13,0.5,0,0.0,1,1,0,0,0,1,1,0,28,20,29,1
1555,22,242,1,16,0.552,0,0.0,1,1,1,0,0,5,1,0,18,6,13,1
1557,23,231,1,17,0.567,0,0.0,1,1,1,0,1,0,0,0,0,6,7,1
1558,17,231,1,11,0.458,0,0.0,1,1,0,0,1,2,0,0,57,11,13,1
1568,17,231,1,11,0.458,0,0.0,1,1,0,0,1,1,0,0,17,20,34,1
1574,31,231,1,23,0.605,0,0.0,1,1,0,0,1,0,0,0,8,14,10,1
1575,15,231,1,9,0.409,0,0.0,1,1,0,0,1,0,1,0,38,20,27,1
1578,29,231,1,23,0.639,0,0.0,1,1,1,0,1,0,0,0,16,3,4,1
1581,18,231,1,12,0.48,0,0.0,1,1,1,0,1,1,0,0,28,9,26,1
1590,20,231,1,13,0.481,0,0.0,1,1,0,0,1,0,1,0,45,2,7,1
1592,19,252,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,14,7,11,1
1593,17,231,1,11,0.458,0,0.0,1,1,0,0,0,0,1,0,40,7,12,1
1595,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,13,1,1,1
1596,13,231,1,7,0.35,0,0.0,1,1,1,0,1,2,1,0,17,0,10,1
1597,19,189,1,13,0.5,0,0.0,1,1,1,0,1,3,0,0,29,2,5,1
1603,18,231,1,11,0.44,0,0.0,1,1,1,0,1,1,1,0,33,10,14,1
1605,15,273,1,9,0.409,0,0.0,1,1,1,0,1,1,0,0,4,3,18,1
1615,15,231,1,9,0.409,0,0.0,1,1,0,0,1,0,0,0,3,6,7,1
1618,22,231,1,16,0.552,0,0.0,1,1,0,0,0,0,1,0,22,15,21,1
1620,16,231,1,10,0.435,0,0.0,1,1,0,0,1,0,0,0,16,2,9,1
1622,16,231,1,10,0.435,0,0.0,1,1,0,0,1,2,1,0,4,2,6,1
1627,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,1,0,25,9,10,1
1633,18,231,1,12,0.48,0,0.0,1,1,1,0,1,3,1,0,15,4,14,1
1634,19,231,1,13,0.5,0,0.0,1,1,0,0,1,1,1,0,29,5,43,1
1637,19,231,1,13,0.5,0,0.0,1,1,1,0,0,0,0,0,10,1,2,1
1647,22,231,1,16,0.552,0,0.0,1,1,1,0,0,0,0,0,13,1,0,1
1653,25,231,1,19,0.594,0,0.0,1,1,0,0,0,0,1,0,38,27,44,1
1655,20,231,1,13,0.481,0,0.0,1,1,1,0,0,1,0,0,9,3,6,1
1660,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,81,1,6,1
1661,16,231,1,10,0.435,0,0.0,1,1,1,0,1,5,1,0,23,4,20,1
1668,18,231,1,12,0.48,0,0.0,1,1,1,0,1,2,1,0,20,11,12,1
1669,14,231,1,8,0.381,0,0.0,1,1,0,0,1,0,0,0,39,0,2,1
1675,18,231,1,12,0.48,0,0.0,1,1,1,0,0,0,1,0,19,8,4,1
1679,14,231,1,8,0.381,0,0.0,1,1,1,0,0,0,1,0,10,11,24,1
1681,14,231,1,8,0.381,0,0.0,1,1,1,0,1,4,1,0,49,12,25,1
1685,18,231,1,12,0.48,0,0.0,1,1,0,0,0,3,1,0,15,13,12,1
1691,28,231,1,22,0.629,0,0.0,1,1,0,0,1,0,1,0,22,19,16,1
1694,10,254,1,4,0.235,0,0.0,1,1,1,0,0,1,1,0,26,4,33,1
1696,14,231,1,8,0.381,0,0.0,1,1,1,0,1,1,0,0,7,6,5,1
1701,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,1,0,32,1,17,1
1702,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,1,0,3,0,0,1
1704,25,231,1,19,0.594,0,0.0,1,1,1,0,1,0,1,0,17,10,31,1
1713,14,231,1,8,0.381,0,0.0,1,1,0,0,1,0,1,0,3,3,5,1
1719,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,23,4,14,1
1729,20,231,1,14,0.519,0,0.0,1,1,0,0,1,1,1,0,26,22,19,1
1736,14,189,1,8,0.381,0,0.0,1,1,0,0,0,0,0,0,16,1,3,1
1737,15,254,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,6,3,11,1
1739,21,231,1,15,0.536,0,0.0,1,1,1,0,1,1,1,0,32,9,12,1
1742,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,1,0,18,4,7,1
1743,22,231,1,16,0.552,0,0.0,1,1,0,0,1,1,1,0,11,9,11,1
1746,21,254,1,15,0.536,0,0.0,1,1,1,0,0,1,1,0,35,30,21,1
1750,16,231,1,10,0.435,0,0.0,1,1,0,0,1,1,1,0,37,18,39,1
1751,22,231,1,16,0.552,0,0.0,1,1,0,0,1,4,0,0,24,6,11,1
1756,15,231,1,9,0.409,0,0.0,1,1,0,0,1,1,1,0,43,19,29,1
1763,16,231,1,10,0.435,0,0.0,1,1,0,0,1,1,1,0,90,8,11,1
1765,19,300,1,13,0.5,0,0.0,1,1,1,0,1,2,0,0,49,8,19,1
1766,17,231,1,11,0.458,0,0.0,1,1,0,0,1,1,0,0,10,7,4,1
1773,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,1,0,23,4,12,1
1775,14,231,1,8,0.381,0,0.0,1,1,1,0,1,2,0,0,22,3,6,1
1779,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,1,0,16,9,13,1
1786,19,231,1,13,0.5,0,0.0,1,1,0,0,1,1,0,0,14,0,1,1
1788,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,4,12,10,1
1792,16,254,1,9,0.391,0,0.0,1,1,1,0,0,0,1,0,72,25,7,1
1796,14,303,1,8,0.381,0,0.0,1,1,0,0,1,0,0,0,19,5,18,1
1798,23,231,1,17,0.567,0,0.0,1,1,1,0,1,3,1,0,74,4,14,1
1802,22,231,1,16,0.552,0,0.0,1,1,0,0,0,1,1,0,14,1,3,1
1803,17,258,1,11,0.458,0,0.0,1,1,1,0,0,0,0,0,11,3,5,1
1804,16,273,1,10,0.435,0,0.0,1,1,1,0,1,5,1,0,10,19,36,1
1808,18,337,1,12,0.48,0,0.0,1,1,1,0,1,0,1,0,14,25,9,1
1816,13,231,1,7,0.35,0,0.0,1,1,0,0,1,0,0,0,13,9,7,1
1818,15,231,1,9,0.409,0,0.0,1,1,0,0,1,2,1,0,67,5,18,1
1822,17,231,1,11,0.458,0,0.0,1,1,0,0,1,3,1,0,14,14,18,1
1823,15,303,1,9,0.409,0,0.0,1,1,1,0,1,5,1,0,75,29,23,1
1834,23,231,1,17,0.567,0,0.0,1,1,1,0,1,8,1,0,75,17,13,1
1837,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,0,0,1,2,4,1
1846,13,231,1,7,0.35,0,0.0,1,1,0,0,1,1,1,0,22,21,23,1
1847,17,211,1,11,0.458,0,0.0,1,1,1,0,1,1,0,0,7,4,4,1
1854,21,231,1,15,0.536,0,0.0,1,1,1,0,1,1,1,0,80,5,10,1
1882,20,231,1,14,0.519,0,0.0,1,1,1,0,1,3,1,0,5,17,20,1
1885,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,0,0,9,5,2,1
1887,22,189,1,16,0.552,0,0.0,1,1,0,0,0,9,1,0,19,24,27,1
1891,20,231,1,14,0.519,0,0.0,1,1,0,0,0,0,0,0,12,1,0,1
1898,28,231,1,21,0.6,0,0.0,1,1,1,0,1,0,1,0,33,2,11,1
1903,23,231,1,16,0.533,0,0.0,1,1,1,0,1,2,0,0,24,1,6,1
1904,19,303,1,13,0.5,0,0.0,1,1,1,0,1,2,1,0,44,2,6,1
1905,25,231,1,19,0.594,0,0.0,1,1,0,0,0,0,0,0,9,13,15,1
1907,12,334,1,6,0.316,0,0.0,1,1,0,0,0,1,1,0,23,4,11,1
1911,26,231,1,20,0.606,0,0.0,1,1,1,0,1,0,0,0,20,3,4,1
1915,17,211,1,11,0.458,0,0.0,1,1,0,0,1,0,1,0,32,7,38,1
1916,16,189,1,10,0.435,0,0.0,1,1,0,0,0,0,1,0,24,9,12,1
1917,12,292,1,6,0.316,0,0.0,1,1,0,0,0,1,0,0,12,4,5,1
1922,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,0,0,6,19,28,1
1924,19,231,1,13,0.5,0,0.0,1,1,1,0,0,1,0,0,28,1,5,1
1926,18,231,1,12,0.48,0,0.0,1,1,1,0,0,1,0,0,33,30,35,1
1927,25,231,1,19,0.594,0,0.0,1,1,0,0,0,0,1,0,1,4,10,1
1931,21,231,1,15,0.536,0,0.0,1,1,1,0,1,4,1,0,24,4,14,1
1932,18,189,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,20,8,10,1
1933,16,231,1,10,0.435,0,0.0,1,1,1,0,1,1,1,0,78,8,6,1
1943,22,231,1,16,0.552,0,0.0,1,1,1,0,1,3,1,0,73,7,35,1
1948,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,0,0,23,1,2,1
1953,14,231,1,8,0.381,0,0.0,1,1,1,0,1,9,0,0,18,3,19,1
1958,18,263,1,12,0.48,0,0.0,1,1,1,0,0,1,1,0,46,4,4,1
1962,10,164,1,4,0.235,0,0.0,1,1,1,0,1,0,1,0,1,2,13,1
1966,14,231,1,8,0.381,0,0.0,1,1,1,0,1,0,1,0,35,5,10,1
1968,17,231,1,11,0.458,0,0.0,1,1,1,0,1,2,0,0,95,4,17,1
1969,9,280,1,3,0.188,0,0.0,1,1,1,0,0,1,1,0,41,12,17,1
1972,19,231,1,13,0.5,0,0.0,1,1,0,0,1,3,1,0,3,7,11,1
1977,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,3,12,21,1
1980,17,231,1,11,0.458,0,0.0,1,1,1,0,0,0,1,0,71,30,25,1
1987,24,231,1,18,0.581,0,0.0,1,1,1,0,1,0,0,0,18,14,7,1
1988,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,0,0,18,14,22,1
1989,19,231,1,13,0.5,0,0.0,1,1,0,0,0,1,0,0,13,4,7,1
2003,20,334,1,14,0.519,0,0.0,1,1,1,0,1,0,1,0,4,7,22,1
2005,25,231,1,18,0.562,0,0.0,1,1,0,0,1,0,1,0,48,20,29,1
2008,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,1,0,26,2,4,1
2010,23,231,1,17,0.567,0,0.0,1,1,1,0,0,7,0,0,23,3,5,1
2012,19,231,1,13,0.5,0,0.0,1,1,0,0,1,1,1,0,30,3,9,1
2019,10,263,1,4,0.235,0,0.0,1,1,1,0,1,0,1,0,32,12,40,1
2021,19,231,1,13,0.5,0,0.0,1,1,1,0,1,8,1,0,59,11,24,1
2023,18,231,1,12,0.48,0,0.0,1,1,0,0,1,1,1,0,33,3,2,1
2024,19,231,1,13,0.5,0,0.0,1,1,0,0,1,0,0,0,3,2,9,1
2031,27,231,1,21,0.618,0,0.0,1,1,0,0,0,0,1,0,2,2,4,1
2032,21,231,1,15,0.536,0,0.0,1,1,1,0,1,2,1,0,84,25,10,1
2036,34,231,1,28,0.683,0,0.0,1,1,1,0,1,6,1,0,46,4,14,1
2037,22,231,1,16,0.552,0,0.0,1,1,0,0,0,2,1,0,21,5,8,1
2041,23,189,1,17,0.567,0,0.0,1,1,0,0,1,0,0,0,9,5,12,1
2044,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,5,2,8,1
2052,13,231,1,7,0.35,0,0.0,1,1,0,0,0,0,1,0,21,3,21,1
2053,13,231,1,7,0.35,0,0.0,1,1,1,0,1,0,0,0,32,14,19,1
2055,21,231,1,15,0.536,0,0.0,1,1,1,0,1,0,0,0,34,10,27,1
2057,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,78,6,31,1
2063,20,231,1,14,0.519,0,0.0,1,1,1,0,1,0,0,0,17,7,9,1
2065,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,1,0,71,13,30,1
2079,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,3,0,1,1
2088,14,231,1,8,0.381,0,0.0,1,1,0,0,1,0,0,0,16,1,5,1
2092,11,254,1,5,0.278,0,0.0,1,1,1,0,0,0,0,0,17,3,6,1
2096,19,231,1,13,0.5,0,0.0,1,1,0,0,0,2,1,0,4,7,5,1
2097,23,231,1,17,0.567,0,0.0,1,1,1,0,1,1,0,0,29,9,11,1
2098,21,231,1,15,0.536,0,0.0,1,1,0,0,0,0,0,0,18,19,22,1
2102,15,278,1,9,0.409,0,0.0,1,1,1,0,0,0,1,0,28,20,25,1
2105,20,231,1,14,0.519,0,0.0,1,1,1,0,1,1,1,0,3,3,4,1
2109,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,0,0,70,2,12,1
2111,20,231,1,13,0.481,0,0.0,1,1,0,0,1,2,0,0,89,1,3,1
2113,23,231,1,17,0.567,0,0.0,1,1,1,0,1,0,0,0,6,7,28,1
2115,18,231,1,12,0.48,0,0.0,1,1,0,0,1,0,0,0,15,1,4,1
2122,18,231,1,12,0.48,0,0.0,1,1,0,0,1,1,0,0,1,13,4,1
2123,25,231,1,19,0.594,0,0.0,1,1,1,0,1,1,0,0,39,3,7,1
2124,17,337,1,11,0.458,0,0.0,1,1,1,0,1,0,1,0,79,11,20,1
2133,18,303,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,46,9,9,1
2134,18,231,1,12,0.48,0,0.0,1,1,1,0,1,1,0,0,31,3,18,1
2137,17,231,1,11,0.458,0,0.0,1,1,1,0,1,0,0,0,8,2,10,1
2144,19,231,1,13,0.5,0,0.0,1,1,1,0,0,2,1,0,17,21,32,1
2150,25,231,1,19,0.594,0,0.0,1,1,1,0,1,7,1,0,39,10,17,1
2152,16,231,1,10,0.435,0,0.0,1,1,0,0,1,0,0,0,16,15,12,1
2158,15,280,1,9,0.409,0,0.0,1,1,0,0,0,2,1,0,18,8,24,1
2162,15,231,1,9,0.409,0,0.0,1,1,1,0,0,0,0,0,13,3,9,1
2171,25,231,1,19,0.594,0,0.0,1,1,1,0,1,1,0,0,44,7,14,1
2172,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,34,3,4,1
2173,24,231,1,18,0.581,0,0.0,1,1,0,0,1,4,0,0,18,11,19,1
2175,17,231,1,11,0.458,0,0.0,1,1,0,0,1,0,0,0,17,0,1,1
2176,21,231,1,15,0.536,0,0.0,1,1,0,0,1,0,1,0,15,3,6,1
2178,17,334,1,11,0.458,0,0.0,1,1,1,0,1,2,1,0,19,11,21,1
2179,11,231,1,5,0.278,0,0.0,1,1,1,0,1,2,0,0,22,8,15,1
2183,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,1,0,17,13,11,1
2186,12,231,1,6,0.316,0,0.0,1,1,1,0,1,2,0,0,25,4,10,1
2187,20,231,1,14,0.519,0,0.0,1,1,0,0,1,0,0,0,13,7,20,1
2191,19,231,1,13,0.5,0,0.0,1,1,1,0,1,2,1,0,28,0,12,1
2196,18,292,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,47,2,15,1
2197,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,100,11,30,1
2198,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,1,0,5,1,10,1
2200,16,231,1,10,0.435,0,0.0,1,1,1,0,1,2,0,0,10,4,18,1
2207,40,254,1,31,0.66,0,0.0,1,1,0,0,1,0,0,0,20,4,4,1
2209,15,138,1,9,0.409,0,0.0,1,1,1,0,1,2,0,0,34,6,14,1
2212,19,303,1,12,0.462,0,0.0,1,1,1,0,1,1,1,0,89,5,11,1
2218,24,231,1,18,0.581,0,0.0,1,1,0,0,1,2,1,0,86,4,7,1
2222,23,231,1,17,0.567,0,0.0,1,1,1,0,0,0,0,0,16,6,15,1
2224,22,231,1,16,0.552,0,0.0,1,1,0,0,1,0,0,0,23,5,12,1
2228,14,273,1,8,0.381,0,0.0,1,1,1,0,0,2,1,0,20,31,33,1
2229,21,231,1,15,0.536,0,0.0,1,1,0,0,1,2,0,0,63,4,16,1
2233,18,231,1,12,0.48,0,0.0,1,1,0,0,0,0,1,0,21,32,36,1
2236,17,231,1,11,0.458,0,0.0,1,1,1,0,1,4,1,0,19,1,3,1
2241,15,231,1,9,0.409,0,0.0,1,1,1,0,1,1,1,0,35,14,30,1
2250,21,231,1,15,0.536,0,0.0,1,1,1,0,1,2,0,0,43,7,6,1
2257,17,231,1,11,0.458,0,0.0,1,1,0,0,1,2,1,0,56,24,16,1
2259,19,231,1,13,0.5,0,0.0,1,1,1,0,1,0,0,0,17,5,20,1
2262,21,231,1,15,0.536,0,0.0,1,1,1,0,1,4,1,0,51,7,21,1
2271,19,231,1,13,0.5,0,0.0,1,1,0,0,0,0,1,0,32,9,11,1
2277,17,231,1,11,0.458,0,0.0,1,1,1,0,0,0,0,0,10,11,5,1
2281,15,157,1,8,0.364,0,0.0,1,1,0,0,0,0,1,0,41,3,6,1
2282,16,254,1,10,0.435,0,0.0,1,1,1,0,1,2,0,0,21,5,13,1
2286,14,231,1,8,0.381,0,0.0,1,1,1,0,1,1,0,0,9,4,9,1
2289,19,254,1,13,0.5,0,0.0,1,1,1,0,0,0,1,0,25,11,11,1
2295,32,231,1,26,0.667,0,0.0,1,1,1,0,0,4,0,0,44,19,27,1
2299,18,231,1,12,0.48,0,0.0,1,1,0,0,1,2,0,0,16,9,3,1
2304,14,231,1,8,0.381,0,0.0,1,1,0,0,1,2,1,0,24,2,13,1
2306,21,231,1,15,0.536,0,0.0,1,1,1,0,1,1,0,0,36,4,10,1
2307,20,231,1,14,0.519,0,0.0,1,1,1,0,1,1,1,0,51,10,16,1
2310,16,231,1,9,0.391,0,0.0,1,1,0,0,1,0,0,0,7,1,0,1
2311,19,231,1,13,0.5,0,0.0,1,1,0,0,1,3,1,0,27,17,20,1
2319,22,231,1,16,0.552,0,0.0,1,1,0,0,1,5,1,0,35,6,34,1
2321,17,231,1,11,0.458,0,0.0,1,1,1,0,0,0,1,0,77,2,6,1
2323,22,328,1,16,0.552,0,0.0,1,1,0,0,1,0,1,0,30,9,12,1
2330,26,231,1,20,0.606,0,0.0,1,1,0,0,1,1,1,0,1,3,3,1
2332,23,231,1,17,0.567,0,0.0,1,1,1,0,1,2,1,0,35,20,25,1
2335,15,231,1,9,0.409,0,0.0,1,1,1,0,1,1,0,0,39,2,10,1
2336,28,231,1,22,0.629,0,0.0,1,1,1,0,1,3,0,0,16,8,16,1
2341,18,231,1,12,0.48,0,0.0,1,1,0,0,1,3,1,0,2,5,8,1
2343,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,0,0,13,7,25,1
2344,16,231,1,10,0.435,0,0.0,1,1,1,0,1,0,0,0,14,4,16,1
2345,19,231,1,12,0.462,0,0.0,1,1,0,0,1,0,1,0,37,14,18,1
2348,13,231,1,7,0.35,0,0.0,1,1,0,0,0,0,1,0,30,2,4,1
2350,18,231,1,12,0.48,0,0.0,1,1,1,0,1,0,0,0,57,12,31,1
2351,25,231,1,19,0.594,0,0.0,1,1,1,0,1,0,0,0,23,2,4,1
2354,23,231,1,17,0.567,0,0.0,1,1,0,0,1,0,1,0,10,9,14,1
2358,15,231,1,9,0.409,0,0.0,1,1,0,0,0,0,1,0,2,2,4,1
2361,21,231,1,15,0.536,0,0.0,1,1,1,0,1,1,1,0,22,17,23,1
2367,18,231,1,12,0.48,0,0.0,1,1,1,0,0,0,0,0,14,7,13,1
2369,15,231,1,9,0.409,0,0.0,1,1,0,0,1,0,1,0,5,6,22,1
2373,16,231,1,10,0.435,0,0.0,1,1,0,0,0,0,0,0,78,6,9,1
2374,19,226,1,13,0.5,0,0.0,1,1,0,0,1,0,0,0,2,1,3,1
2379,19,231,1,13,0.5,0,0.0,1,1,0,0,1,3,0,0,8,4,3,1
2389,20,231,1,14,0.519,0,0.0,1,1,1,0,1,2,0,0,36,12,41,1
2390,19,254,1,13,0.5,0,0.0,1,1,0,0,0,2,1,0,84,13,28,1
2393,23,231,1,17,0.567,0,0.0,1,1,1,0,1,2,1,0,83,4,11,1
2396,21,231,1,14,0.5,0,0.0,1,1,0,0,1,0,0,0,13,5,3,1
2401,21,254,1,14,0.5,0,0.0,1,1,1,0,0,0,1,0,15,2,3,1
2403,17,231,1,11,0.458,0,0.0,1,1,0,0,0,2,1,0,68,1,12,1
2404,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,0,0,10,4,14,1
2406,22,231,1,16,0.552,0,0.0,1,1,1,0,1,0,1,0,35,9,14,1
2411,15,231,1,9,0.409,0,0.0,1,1,1,0,1,0,0,0,28,1,6,1
2418,27,254,1,20,0.588,0,0.0,1,1,0,0,1,0,1,0,51,9,14,1
2419,13,231,1,7,0.35,0,0.0,1,1,1,0,1,0,1,0,18,4,23,1
2420,27,280,1,20,0.588,0,0.0,1,1,1,0,1,6,1,0,7,3,6,1
2435,19,231,1,13,0.5,0,0.0,1,1,1,0,1,1,1,0,27,2,11,1
